label	file	kms_max	kms_t	kms_component	kms_sigma_quadrature	kms_z_quadrature	mag_drift_max	mag_drift_t	mag_component	mag_sigma_quadrature	mag_z_quadrature	closure_max	closure_t	endpoint_kink_max	endpoint_kink_t
$h_z=0$	NOT_CONVERGED/spinmodel=ISO__beta=2__factor=fft_wcut=10X.hdf5	0.002176604765929039	9.3	xy	0.0014707753281776336	1.4799029628991427	0.002576080554618166	6.4	z	0.0020090582739014564	1.2822328690424647	0.0032452238392858546	10.0	0.0011300124911197303	1.8
$h_z=0.5$	NOT_CONVERGED/spinmodel=ISO__beta=2__h=z_h_abs=0.5__factor=fft_wcut=10X.hdf5	0.004415541241927853	10.0	xy	0.002028998575915332	2.1762170236792264	0.004939770497559205	7.300000000000001	z	0.002844679728647614	1.7364944277602792	0.013338205983381526	10.0	0.001331322783883009	1.75
